,Negative,Neutral,Positive
15137,0,0.613,0.387
15138,0,0.244,0.756
15139,0,0.43,0.57
15140,0,1,0
15141,0,0.244,0.756
15142,0,1,0
15143,0,1,0
15144,0.201,0.522,0.276
15145,0,0.604,0.396
15146,0,0.456,0.544
15147,0,0.385,0.615
15148,0,0.626,0.374
15149,0,0.872,0.128
15150,0,0.866,0.134
15151,0.098,0.902,0
15152,0,0.556,0.444
15153,0.121,0.814,0.066
15154,0,1,0
15155,0,1,0
15156,0,0.794,0.206
15157,0,0.661,0.339
15158,0,0,1
15159,0.148,0.678,0.174
15160,0,1,0
15161,0,0.302,0.698
15162,0,0.704,0.296
15163,0,0.406,0.594
15164,0,0.532,0.468
15165,0,0.448,0.552
15166,0,0.703,0.297
15167,0,0.548,0.452
15168,0,0.617,0.383
15169,0,0.85,0.15
15170,0,1,0
15171,0,0.787,0.213
15172,0,0.494,0.506
15173,0.043,0.854,0.103
15174,0,1,0
15175,0,1,0
15176,0,0.44,0.56
15177,0,1,0
15178,0,1,0
15179,0,1,0
15180,0.092,0.853,0.055
15181,0.161,0.603,0.237
15182,0,0.517,0.483
15183,0,1,0
15184,0.022,0.918,0.06
15185,0.147,0.791,0.062
15186,0.191,0.773,0.036
15187,0,0.2,0.8
15188,0,1,0
15189,0,0,1
15190,0,0.256,0.744
15191,0.403,0.597,0
15192,0,1,0
15193,0,0.238,0.762
15194,0,0.508,0.492
15195,0,0.238,0.762
15196,0,0.238,0.762
15197,0,1,0
15198,0.19,0.81,0
15199,0,1,0
15200,0,0.494,0.506
15201,0,1,0
15202,0.069,0.931,0
15203,0.188,0.598,0.214
15204,0,0.633,0.367
15205,0,1,0
15206,0,1,0
15207,0,0.638,0.362
15208,0,0.715,0.285
15209,0,0.671,0.329
15210,0,0.303,0.697
15211,0,1,0
15212,0.154,0.641,0.205
15213,0,0.861,0.139
15214,0,1,0
15215,0,0.238,0.762
15216,0,0.238,0.762
15217,0,0.586,0.414
15218,0.202,0.798,0
15219,0,1,0
15220,0,0.556,0.444
15221,0.134,0.558,0.309
15222,0,0,1
15223,0,0,1
15224,0,0,1
15225,0,0,1
15226,0,0,1
15227,0,0,1
15228,0,0,1
15229,0,0,1
15230,0,0,1
15231,0,0,1
15232,0,0.274,0.726
15233,0,0.66,0.34
15234,0,0.386,0.614
15235,0,0.451,0.549
15236,0,0.863,0.137
15237,0.149,0.851,0
15238,0.565,0.435,0
15239,0,0.588,0.412
15240,0,0.495,0.505
15241,0,0.549,0.451
15242,0,0.635,0.365
15243,0.073,0.776,0.151
15244,0.1,0.788,0.112
15245,0,0.628,0.372
15246,0,0.494,0.506
15247,0,1,0
15248,0.077,0.923,0
15249,0,0.708,0.292
15250,0,0.84,0.16
15251,0.083,0.666,0.251
15252,0,0.68,0.32
15253,0,0.657,0.343
15254,0.088,0.791,0.121
15255,0.192,0.591,0.217
15256,0.45,0.55,0
15257,0.092,0.833,0.074
15258,0,0.508,0.492
15259,0,0,1
15260,0,0,1
15261,0,0.351,0.649
15262,0.608,0.392,0
15263,0.31,0.69,0
15264,0,1,0
15265,0,0.591,0.409
15266,0.42,0.227,0.352
15267,0,0.61,0.39
15268,0,0.58,0.42
15269,0,1,0
15270,0,0.423,0.577
15271,0,0.423,0.577
15272,0,0.25,0.75
15273,0,1,0
15274,0,0.196,0.804
15275,0,0.328,0.672
15276,0,0.664,0.336
15277,0,0.264,0.736
15278,0,0.264,0.736
15279,0,0.592,0.408
15280,0,0.667,0.333
15281,0,0.81,0.19
15282,0,0.286,0.714
15283,0,0.44,0.56
15284,0,1,0
15285,0,0.748,0.252
15286,0,0.633,0.367
15287,0.362,0.638,0
15288,0.337,0.385,0.279
15289,0.437,0.563,0
15290,0.451,0.549,0
15291,0.124,0.795,0.08
15292,0,0.139,0.861
15293,0,0.455,0.545
15294,0,0.394,0.606
15295,0,0,1
15296,0,0.844,0.156
15297,0,0.476,0.524
15298,0,1,0
15299,0,1,0
15300,0.17,0.763,0.067
15301,0,1,0
15302,0,0.942,0.058
15303,0,0.917,0.083
15304,0.198,0.611,0.191
15305,0,1,0
15306,0.305,0.695,0
15307,0,1,0
15308,0.28,0.72,0
15309,0.103,0.748,0.15
15310,0.298,0.532,0.17
15311,0.466,0.534,0
15312,0.112,0.663,0.226
15313,0.097,0.903,0
15314,0,1,0
15315,0.213,0.61,0.177
15316,0,1,0
15317,0.256,0.744,0
15318,0,1,0
15319,0,0.303,0.697
15320,0.256,0.744,0
15321,0,0.743,0.257
15322,0.131,0.814,0.056
15323,0,0.667,0.333
15324,0,0.238,0.762
15325,0,0.238,0.762
15326,0,0.484,0.516
15327,0,0.328,0.672
15328,0,0.238,0.762
15329,0,0.484,0.516
15330,0,1,0
15331,0,0.866,0.134
15332,0.846,0.154,0
15333,0,0.93,0.07
15334,0,1,0
15335,0,1,0
15336,0.161,0.839,0
15337,0,1,0
15338,0,0.629,0.371
15339,0,0.527,0.473
15340,0,0.506,0.494
15341,0,1,0
15342,0,0.608,0.392
15343,0,0.286,0.714
15344,0.148,0.852,0
15345,0,1,0
15346,0,0.715,0.285
15347,0,1,0
15348,0,1,0
15349,0,0.7,0.3
15350,0,0.745,0.255
15351,0.37,0.63,0
15352,0,0.398,0.602
15353,0.211,0.789,0
15354,0,0.383,0.617
15355,0,0.624,0.376
15356,0,0.488,0.512
15357,0,0.575,0.425
15358,0,0.556,0.444
15359,0,0.721,0.279
15360,0,0.659,0.341
15361,0,0.385,0.615
15362,0,0.674,0.326
15363,0,1,0
15364,0,0.936,0.064
15365,0,0.492,0.508
15366,0.256,0.744,0
15367,0,0.511,0.489
15368,0,1,0
15369,0,1,0
15370,0.162,0.838,0
15371,0,0.738,0.262
15372,0,0.749,0.251
15373,0.134,0.866,0
15374,0,0.555,0.445
15375,0.176,0.67,0.154
15376,0.065,0.826,0.109
15377,0,0.575,0.425
15378,0.038,0.642,0.32
15379,0.254,0.746,0
15380,0,0.497,0.503
15381,0,1,0
15382,0,0.805,0.195
15383,0,0.417,0.583
15384,0,0.374,0.626
15385,0,0.218,0.782
15386,0,0.414,0.586
15387,0,0.482,0.518
15388,0,0.583,0.417
15389,0.171,0.829,0
15390,0.291,0.709,0
15391,0.18,0.657,0.163
15392,0,0.845,0.155
15393,0,1,0
15394,0.276,0.724,0
15395,0,0.688,0.312
15396,0.06,0.94,0
15397,0,1,0
15398,0,0.328,0.672
15399,0.524,0.476,0
15400,0,1,0
15401,0,1,0
15402,0,0.494,0.506
15403,0,1,0
15404,0,0.328,0.672
15405,0.191,0.705,0.104
15406,0,1,0
15407,0.355,0.645,0
15408,0,1,0
15409,0.217,0.783,0
15410,0,0.622,0.378
15411,0,1,0
15412,0,0.189,0.811
15413,0.176,0.741,0.084
15414,0,0.431,0.569
15415,0,0.13,0.87
15416,0,0.13,0.87
15417,0,1,0
15418,0,0.42,0.58
15419,0,0.887,0.113
15420,0.056,0.792,0.151
15421,0,0.256,0.744
15422,0,0.324,0.676
15423,0,1,0
15424,0,0.13,0.87
15425,0,0.462,0.538
15426,0.319,0.335,0.346
15427,0,0.566,0.434
15428,0.523,0.184,0.293
15429,0.087,0.913,0
15430,0,0.328,0.672
15431,0,0.859,0.141
15432,0.057,0.904,0.039
15433,0,0.334,0.666
15434,0.213,0.72,0.067
15435,0.113,0.887,0
15436,0.041,0.809,0.149
15437,0.03,0.799,0.172
15438,0.194,0.745,0.06
15439,0.272,0.728,0
15440,0.14,0.86,0
15441,0.075,0.925,0
15442,0,0.916,0.084
15443,0,1,0
15444,0,0.66,0.34
15445,0,0.774,0.226
15446,0,0,1
15447,0,0.238,0.762
15448,0,0.238,0.762
15449,0,0.238,0.762
15450,0,0.256,0.744
15451,0,0.235,0.765
15452,0,0.711,0.289
15453,0,0.345,0.655
15454,0,0.907,0.093
15455,0,0.699,0.301
15456,0,0.577,0.423
15457,0.081,0.71,0.209
15458,0,0.489,0.511
15459,0.039,0.883,0.078
15460,0,0.725,0.275
15461,0.079,0.921,0
15462,0.238,0.762,0
15463,0.09,0.69,0.221
15464,0.07,0.881,0.049
15465,0.173,0.827,0
15466,0,0.734,0.266
15467,0,1,0
15468,0,0.775,0.225
15469,0.26,0.74,0
15470,0,0.861,0.139
15471,0.143,0.597,0.26
15472,0,1,0
15473,0.49,0.376,0.133
15474,0,1,0
15475,0,0.847,0.153
15476,0,0.582,0.418
15477,0.149,0.646,0.205
15478,0.302,0.698,0
15479,0,1,0
15480,0,0.575,0.425
15481,0.089,0.911,0
15482,0,0.648,0.352
15483,0.087,0.913,0
15484,0.203,0.716,0.081
15485,0.099,0.711,0.191
15486,0,0.619,0.381
15487,0,0.748,0.252
15488,0,0.523,0.477
15489,0,0.476,0.524
15490,0.123,0.751,0.126
15491,0,0.744,0.256
15492,0.102,0.69,0.208
15493,0,0.66,0.34
15494,0.174,0.762,0.064
15495,0,1,0
15496,0.308,0.626,0.065
15497,0,1,0
15498,0,1,0
15499,0.269,0.47,0.261
15500,0,1,0
15501,0.524,0.476,0
15502,0,0.61,0.39
15503,0,0.626,0.374
15504,0.846,0.154,0
15505,0,0.694,0.306
15506,0,1,0
15507,0,0.549,0.451
15508,0.085,0.915,0
15509,0,0.906,0.094
15510,0.079,0.822,0.099
15511,0.159,0.79,0.051
15512,0,0.669,0.331
15513,0,1,0
15514,0.177,0.645,0.177
15515,0,0.455,0.545
15516,0.629,0.371,0
15517,0.055,0.945,0
15518,0.083,0.758,0.159
15519,0,1,0
15520,0.177,0.823,0
15521,0.224,0.776,0
15522,0.369,0.631,0
15523,0,1,0
15524,0,1,0
15525,0.254,0.594,0.152
15526,0.123,0.613,0.265
15527,0.32,0.68,0
15528,0,0.909,0.091
15529,0,0.566,0.434
15530,0.261,0.739,0
15531,0,0.957,0.043
15532,0,0.574,0.426
15533,0,0.807,0.193
15534,0.164,0.597,0.238
15535,0.123,0.877,0
15536,0,0.782,0.218
15537,0,0.448,0.552
15538,0,0.571,0.429
15539,0,0.439,0.561
15540,0.088,0.649,0.263
15541,0,1,0
15542,0.165,0.638,0.197
15543,0,0.728,0.272
15544,0,1,0
15545,0,1,0
15546,0,0.477,0.523
15547,0,1,0
15548,0,0.264,0.736
15549,0,1,0
15550,0.273,0.499,0.228
15551,0.372,0.319,0.309
15552,0,0.542,0.458
15553,0,0.777,0.223
15554,0.126,0.674,0.199
15555,0.123,0.558,0.319
15556,0,0.423,0.577
15557,0,0.602,0.398
15558,0,0.602,0.398
15559,0.189,0.557,0.254
15560,0.12,0.88,0
15561,0.095,0.905,0
15562,0,1,0
15563,0.379,0.345,0.276
15564,0.073,0.564,0.363
15565,0.132,0.665,0.203
15566,0,0.526,0.474
15567,0,1,0
15568,0,1,0
15569,0.13,0.87,0
15570,0,1,0
15571,0,0.448,0.552
15572,0,0.357,0.643
15573,0,0.218,0.782
15574,0,0.838,0.162
15575,0,0.687,0.313
15576,0,1,0
15577,0,0.256,0.744
15578,0,0.495,0.505
15579,0,0.508,0.492
15580,0,0.695,0.305
15581,0,1,0
15582,0,1,0
15583,0,0.848,0.152
15584,0.178,0.776,0.046
15585,0,0.678,0.322
15586,0,0.478,0.522
15587,0,0.633,0.367
15588,0,1,0
15589,0,0.563,0.437
15590,0,0.79,0.21
15591,0,1,0
15592,0,1,0
15593,0,0.732,0.268
15594,0,1,0
15595,0,1,0
15596,0,1,0
15597,0.068,0.746,0.186
15598,0,1,0
15599,0.252,0.748,0
15600,0,1,0
15601,0,1,0
15602,0,0.814,0.186
15603,0,0.563,0.437
15604,0.294,0.706,0
15605,0.524,0.476,0
15606,0.27,0.73,0
15607,0,1,0
15608,0,0.619,0.381
15609,0,1,0
15610,0.194,0.661,0.145
15611,0.115,0.83,0.055
15612,0,1,0
15613,0.094,0.791,0.115
15614,0,1,0
15615,0.545,0.455,0
15616,0.038,0.491,0.47
15617,0.213,0.787,0
15618,0,0.328,0.672
15619,0,0.544,0.456
15620,0,0.417,0.583
15621,0,0.43,0.57
15622,0,0.238,0.762
15623,0,0.238,0.762
15624,0,1,0
15625,0,1,0
15626,0.129,0.706,0.165
15627,0,1,0
15628,0,0.81,0.19
15629,0.306,0.694,0
15630,0,0.602,0.398
15631,0.275,0.515,0.21
15632,0,0.58,0.42
15633,0,0.513,0.487
15634,0.074,0.717,0.208
15635,0,0.802,0.198
15636,0,1,0
15637,0,1,0
15638,0.159,0.841,0
15639,0,0.517,0.483
15640,0,0.682,0.318
15641,0,0.641,0.359
15642,0.464,0.536,0
15643,0,0.787,0.213
15644,0.258,0.742,0
15645,0,0.27,0.73
15646,0.193,0.625,0.182
15647,0,0.256,0.744
15648,0,1,0
15649,0,1,0
15650,0,0,1
15651,0,0,1
15652,0,0,1
15653,0,0.408,0.592
15654,0,0.341,0.659
15655,0,0.194,0.806
15656,0,0.377,0.623
15657,0,1,0
15658,0,1,0
15659,0.103,0.724,0.173
15660,0,0.649,0.351
15661,0,0.673,0.327
15662,0,0.278,0.722
15663,0,0.425,0.575
15664,0,0.807,0.193
15665,0,0.338,0.662
15666,0,1,0
15667,0,0.61,0.39
15668,0,0.385,0.615
15669,0,1,0
15670,0,1,0
15671,0,0.758,0.242
15672,0,1,0
15673,0,0.233,0.767
15674,0,0.285,0.715
15675,0,0.906,0.094
15676,0,1,0
15677,0,1,0
15678,0,1,0
15679,0.733,0.267,0
15680,0.277,0.723,0
15681,0,0.738,0.262
15682,0,1,0
15683,0,1,0
15684,0,0.715,0.285
15685,0.14,0.812,0.047
15686,0,0.737,0.263
15687,0.156,0.77,0.074
15688,0,0.858,0.142
15689,0.247,0.753,0
15690,0,0.579,0.421
15691,0.328,0.672,0
15692,0,0.556,0.444
15693,0,0.694,0.306
15694,0.174,0.703,0.124
15695,0,0.682,0.318
15696,0.227,0.773,0
15697,0,0.704,0.296
15698,0,0.513,0.487
15699,0,0.517,0.483
15700,0,0.756,0.244
15701,0.151,0.553,0.297
15702,0,0.804,0.196
15703,0,0.652,0.348
15704,0,0.755,0.245
15705,0.212,0.686,0.103
15706,0,0.334,0.666
15707,0,0.646,0.354
15708,0.02,0.902,0.078
15709,0,0.629,0.371
15710,0.066,0.934,0
15711,0.059,0.59,0.35
15712,0.194,0.576,0.23
15713,0.591,0.409,0
15714,0,1,0
15715,0.196,0.804,0
15716,0.235,0.765,0
15717,0.266,0.734,0
15718,0.147,0.853,0
15719,0.412,0.588,0
15720,0.112,0.561,0.327
15721,0.019,0.813,0.167
15722,0,0.775,0.225
15723,0,0.756,0.244
15724,0.083,0.782,0.135
15725,0.185,0.548,0.267
15726,0.412,0.588,0
15727,0,0.726,0.274
15728,0,1,0
15729,0,0.741,0.259
15730,0,1,0
15731,0,1,0
15732,0,0.476,0.524
15733,0.047,0.839,0.113
15734,0.367,0.57,0.064
15735,0.103,0.704,0.192
15736,0,1,0
15737,0.179,0.652,0.168
15738,0.289,0.711,0
15739,0,1,0
15740,0,1,0
15741,0.252,0.628,0.12
15742,0,0.694,0.306
15743,0,0.859,0.141
15744,0.286,0.595,0.119
15745,0,0.213,0.787
15746,0,0.566,0.434
15747,0.205,0.795,0
15748,0,1,0
15749,0,1,0
15750,0.024,0.976,0
15751,0,0.351,0.649
15752,0,0,1
15753,0,0,1
15754,0.083,0.795,0.121
15755,0,0.734,0.266
15756,0,0.556,0.444
15757,0,0.887,0.113
15758,0,1,0
15759,0.186,0.814,0
15760,0,0,1
15761,0.223,0.777,0
15762,0,1,0
15763,0,1,0
15764,0,0.667,0.333
15765,0.203,0.547,0.25
15766,0,1,0
15767,0.18,0.82,0
15768,0,0.413,0.587
15769,0,1,0
15770,0,0.403,0.597
15771,0.271,0.729,0
15772,0,1,0
15773,0,1,0
15774,0,1,0
15775,0.19,0.81,0
15776,0.259,0.622,0.12
15777,0.163,0.667,0.17
15778,0,0.64,0.36
15779,0,0,1
15780,0,0,1
15781,0,0,1
15782,0,0,1
15783,0,0,1
15784,0,0,1
15785,0,0,1
15786,1,0,0
15787,0,1,0
15788,0.174,0.667,0.159
15789,0,0.234,0.766
15790,0,0.584,0.416
15791,0,0.256,0.744
15792,0,0,1
15793,0,0,1
15794,0,0,1
15795,0,0,1
15796,0,1,0
15797,0,1,0
15798,0,0.692,0.308
15799,0,0.489,0.511
15800,0,0.475,0.525
15801,0,0.758,0.242
15802,0,0.58,0.42
15803,0,0.664,0.336
15804,0,0.656,0.344
15805,0,1,0
15806,0.105,0.895,0
15807,0,0.351,0.649
15808,0,1,0
15809,0,1,0
15810,0,0.807,0.193
15811,0,0.5,0.5
15812,0,0.449,0.551
15813,0,0.805,0.195
15814,0,0.494,0.506
15815,0,1,0
15816,0.152,0.848,0
15817,0,1,0
15818,0,0.2,0.8
15819,0.461,0.26,0.279
15820,0,0.568,0.432
15821,0.27,0.73,0
15822,0,1,0
15823,1,0,0
15824,0.485,0.303,0.212
15825,0,0.704,0.296
15826,0,0.488,0.512
15827,0.111,0.813,0.075
15828,0.524,0.476,0
15829,0,0.901,0.099
15830,0,1,0
15831,0,0.778,0.222
15832,0.209,0.791,0
15833,0,0.367,0.633
15834,0.32,0.68,0
15835,0,1,0
15836,0.155,0.845,0
15837,0.524,0.476,0
15838,0,0.457,0.543
15839,0,0.709,0.291
15840,0,1,0
15841,0,0.504,0.496
15842,0.462,0.538,0
15843,0,1,0
15844,0.101,0.767,0.132
15845,0.224,0.776,0
15846,0.688,0.312,0
15847,0.04,0.744,0.216
15848,0,0.885,0.115
15849,0.209,0.728,0.063
15850,0,0.581,0.419
15851,0,1,0
15852,0,0.689,0.311
15853,0,1,0
15854,0,0.765,0.235
15855,0.314,0.686,0
15856,0.17,0.733,0.098
15857,0.144,0.638,0.218
15858,0.08,0.92,0
15859,0,1,0
15860,0.276,0.724,0
15861,0.3,0.7,0
15862,0.408,0.592,0
15863,0,0.385,0.615
15864,0,0.492,0.508
15865,0,0.213,0.787
15866,0,0.213,0.787
15867,0,1,0
15868,0.066,0.88,0.054
15869,0,0.294,0.706
15870,0,0.379,0.621
15871,0,0.328,0.672
15872,0,0.618,0.382
15873,0,0.488,0.512
15874,0,0.385,0.615
15875,0,0.427,0.573
15876,0,0.213,0.787
15877,0,0.256,0.744
15878,0.205,0.685,0.11
15879,0.108,0.892,0
15880,0.255,0.566,0.179
15881,0.131,0.869,0
15882,0,0.58,0.42
15883,0,0.865,0.135
15884,0,1,0
15885,0.198,0.631,0.171
15886,0.224,0.776,0
15887,0.251,0.417,0.333
15888,0,0.796,0.204
15889,0,0.358,0.642
15890,0,0.721,0.279
15891,0,0.075,0.925
15892,0,1,0
15893,0.084,0.887,0.029
15894,0,0.912,0.088
15895,0.093,0.687,0.22
15896,0,0.48,0.52
15897,0,1,0
15898,0,1,0
15899,0,0.501,0.499
15900,0,0.743,0.257
15901,0.087,0.77,0.144
15902,0,0.687,0.313
15903,0,0.622,0.378
15904,0,0.548,0.452
15905,0.188,0.512,0.3
15906,0,0.949,0.051
15907,0,0.705,0.295
15908,0.275,0.725,0
15909,0,0,1
15910,0,0.403,0.597
15911,0,0.711,0.289
15912,0,1,0
15913,0,0.678,0.322
15914,0,0.823,0.177
15915,0,0.513,0.487
15916,0.095,0.633,0.272
15917,0,0.377,0.623
15918,0,0.708,0.292
15919,0,1,0
15920,0,0,1
15921,0,0,1
15922,0,0,1
15923,0,0,1
15924,0,0,1
15925,0,0,1
15926,0,0,1
15927,0,1,0
15928,0,1,0
15929,0,1,0
15930,0,0.549,0.451
15931,0,0.682,0.318
15932,0.249,0.751,0
15933,0.846,0.154,0
15934,0.853,0.147,0
15935,0,0.526,0.474
15936,0.104,0.739,0.158
15937,0,0.756,0.244
15938,0.249,0.751,0
15939,0,0.811,0.189
15940,0.18,0.82,0
15941,0.123,0.877,0
15942,0.167,0.657,0.176
15943,0.118,0.453,0.429
15944,0,1,0
15945,0,0.882,0.118
15946,0.109,0.891,0
15947,0,0.703,0.297
15948,0,0.803,0.197
15949,0.094,0.906,0
15950,0,0.742,0.258
15951,0,0.381,0.619
15952,0,0.655,0.345
15953,0,0.669,0.331
15954,0,0.812,0.188
15955,0,0.482,0.518
15956,0,0.677,0.323
15957,0,0.435,0.565
15958,0.233,0.767,0
15959,0,0.845,0.155
15960,0,0.628,0.372
15961,0.141,0.859,0
15962,0.075,0.759,0.166
15963,0.048,0.952,0
15964,0,0.743,0.257
15965,0,0.761,0.239
15966,0,0.7,0.3
15967,0.452,0.277,0.271
15968,0,1,0
15969,0,1,0
15970,0,0.742,0.258
15971,0,0.631,0.369
15972,0,0.386,0.614
15973,0,0.513,0.487
15974,0,0.443,0.557
15975,0.194,0.694,0.111
15976,0.133,0.867,0
15977,0,0.682,0.318
15978,0.266,0.734,0
15979,0,0.492,0.508
15980,0.09,0.557,0.353
15981,0,0.506,0.494
15982,0,0.541,0.459
15983,0.124,0.644,0.233
15984,0,0,1
15985,0.392,0.41,0.198
15986,0,0.471,0.529
15987,0,0,1
15988,0,1,0
15989,0,0.531,0.469
15990,0,1,0
15991,0.094,0.747,0.159
15992,0,0.519,0.481
15993,0.499,0.501,0
15994,0,0.418,0.582
15995,0,0.543,0.457
15996,0,0.743,0.257
15997,0.436,0.564,0
15998,0,0.848,0.152
15999,0.078,0.751,0.171
16000,0.107,0.893,0
16001,0,1,0
16002,0.233,0.6,0.167
16003,0.388,0.612,0
16004,0.059,0.929,0.012
16005,0,0.225,0.775
16006,0.067,0.806,0.128
16007,0,0.594,0.406
16008,0,0.423,0.577
16009,0.044,0.655,0.301
16010,0.123,0.877,0
16011,0,0.744,0.256
16012,0,0.687,0.313
16013,0.145,0.768,0.087
16014,0,0.686,0.314
16015,0,0.645,0.355
16016,0.051,0.678,0.271
16017,0,1,0
16018,0,0.65,0.35
16019,0,0.505,0.495
16020,0,1,0
16021,0.47,0.152,0.379
16022,0.224,0.776,0
16023,0,1,0
16024,0.042,0.83,0.128
16025,0,0.741,0.259
16026,0,0.518,0.482
16027,0,0.592,0.408
16028,0,0.423,0.577
16029,0,0.795,0.205
16030,0,0.673,0.327
16031,0,0.575,0.425
16032,0,0.863,0.137
16033,0,1,0
16034,0,0.734,0.266
16035,0,0.738,0.262
16036,0.846,0.154,0
16037,0.194,0.764,0.041
16038,0,0.385,0.615
16039,0.147,0.794,0.059
16040,0.198,0.541,0.261
16041,0,0.721,0.279
16042,0,0.766,0.234
16043,0,0.745,0.255
16044,0,0.741,0.259
16045,0,0.626,0.374
16046,0,0.597,0.403
16047,0,0.462,0.538
16048,0,0.255,0.745
16049,0,0.508,0.492
16050,0,0.456,0.544
16051,0,0.457,0.543
16052,0,0.947,0.053
16053,0,0.812,0.188
16054,0,0.39,0.61
16055,0,0.732,0.268
16056,0,0,1
16057,0,1,0
16058,0.054,0.788,0.158
16059,0.156,0.633,0.211
16060,0,0.738,0.262
16061,0.157,0.843,0
16062,0.216,0.784,0
16063,0.289,0.711,0
16064,0.066,0.934,0
16065,0,1,0
16066,0,0.626,0.374
16067,1,0,0
16068,0,0.68,0.32
16069,0,0.821,0.179
16070,0.851,0.149,0
16071,0.109,0.747,0.144
16072,0,1,0
16073,0,0.667,0.333
16074,0,1,0
16075,0.085,0.811,0.104
16076,0,0.682,0.318
16077,0,1,0
16078,0.143,0.857,0
16079,0.412,0.588,0
16080,0,0.97,0.03
16081,0,1,0
16082,0.238,0.762,0
16083,0,1,0
16084,0,0.772,0.228
16085,0.205,0.795,0
16086,0.846,0.154,0
16087,0.846,0.154,0
16088,0.112,0.691,0.197
16089,0,1,0
16090,0,0.783,0.217
16091,0,0.827,0.173
16092,0.328,0.672,0
16093,0.054,0.901,0.045
16094,0.181,0.819,0
16095,0,0.9,0.1
16096,0,1,0
16097,0.33,0.22,0.451
16098,0.158,0.684,0.158
16099,0,0.883,0.117
16100,0,0.512,0.488
16101,0,1,0
16102,0.061,0.939,0
16103,0,1,0
16104,0,1,0
16105,0,1,0
16106,0.688,0.312,0
16107,0,1,0
16108,0,1,0
16109,0.268,0.732,0
16110,0,0.818,0.182
16111,0.129,0.78,0.091
16112,0,0.386,0.614
16113,0,1,0
16114,0.155,0.845,0
16115,0.05,0.771,0.179
16116,0,0.488,0.512
16117,0.184,0.816,0
16118,0,0.83,0.17
16119,0,0.418,0.582
16120,0,0.833,0.167
16121,0.133,0.696,0.171
16122,0,0.617,0.383
16123,0,0.78,0.22
16124,0.084,0.786,0.13
16125,0,1,0
16126,0,0.731,0.269
16127,0,0.58,0.42
16128,0,1,0
16129,0,1,0
16130,0.767,0.233,0
16131,0.367,0.633,0
16132,0.403,0.597,0
16133,0,1,0
16134,0,0.484,0.516
16135,0,0.556,0.444
16136,0,0.671,0.329
16137,0,0.625,0.375
16138,0,0.47,0.53
16139,0,0.359,0.641
16140,0,0.597,0.403
16141,0,1,0
16142,0,0.761,0.239
16143,0,1,0
16144,0,0.845,0.155
16145,0,0.777,0.223
16146,0,0.408,0.592
16147,0,1,0
16148,0,1,0
16149,0,0.328,0.672
16150,0,0.597,0.403
16151,0,0.827,0.173
16152,0,1,0
16153,0.379,0.621,0
16154,0,0,1
16155,0,1,0
16156,0,1,0
16157,0.08,0.859,0.061
16158,0.127,0.594,0.279
16159,0,0.363,0.637
16160,0,1,0
16161,0.188,0.628,0.184
16162,0,1,0
16163,0,0.819,0.181
16164,0.119,0.734,0.147
16165,0.354,0.646,0
16166,0,1,0
16167,0,0.711,0.289
16168,0.099,0.901,0
16169,0,0.695,0.305
16170,0.16,0.84,0
16171,0.152,0.659,0.189
16172,0,0.358,0.642
16173,0,0.238,0.762
16174,0,0.238,0.762
16175,0.194,0.806,0
16176,0,0.394,0.606
16177,0,0.667,0.333
16178,0,0.182,0.818
16179,0,0.667,0.333
16180,0,0.667,0.333
16181,0,0.35,0.65
16182,0,0.783,0.217
16183,0,0.625,0.375
16184,0,1,0
16185,0,0.707,0.293
16186,0,0.61,0.39
16187,0,1,0
16188,0,1,0
16189,0,0.486,0.514
16190,0,0.704,0.296
16191,0.141,0.325,0.534
16192,0.232,0.6,0.168
16193,0,0.642,0.358
16194,0.555,0.445,0
16195,0,0.244,0.756
16196,0,0.448,0.552
16197,0,0.492,0.508
16198,0,0.226,0.774
16199,0,0.256,0.744
16200,0,1,0
16201,0,0.256,0.744
16202,0,0.256,0.744
16203,0.062,0.938,0
16204,0,0.256,0.744
16205,0,0.418,0.582
16206,0.231,0.769,0
16207,0.149,0.733,0.118
16208,0,0.328,0.672
16209,0,0.448,0.552
16210,0,0.641,0.359
16211,0,0.617,0.383
16212,0,0.619,0.381
16213,0,0.626,0.374
16214,0,0.621,0.379
16215,0,0.53,0.47
16216,0,0.619,0.381
16217,0,0.61,0.39
16218,0,0.556,0.444
16219,0,0.575,0.425
16220,0,0.575,0.425
16221,0,1,0
16222,0,0,1
16223,0,0,1
16224,0,0.597,0.403
16225,0.093,0.907,0
16226,0,1,0
16227,0.172,0.667,0.161
16228,0,0.762,0.238
16229,0,1,0
16230,0.344,0.656,0
16231,0.083,0.917,0
16232,0,0.256,0.744
16233,0.095,0.905,0
16234,0.118,0.761,0.121
16235,0.039,0.912,0.05
16236,0,0.575,0.425
16237,0.045,0.899,0.056
16238,0,0.785,0.215
16239,0,0.462,0.538
16240,0,1,0
16241,0,1,0
16242,0,0.392,0.608
16243,0,0.244,0.756
16244,0.333,0.667,0
16245,0.6,0.4,0
16246,0.6,0.4,0
16247,0.6,0.4,0
16248,0,0.448,0.552
16249,0,0.651,0.349
16250,0,0.122,0.878
16251,0,0.2,0.8
16252,0,0.531,0.469
16253,0,1,0
16254,0,1,0
16255,0.05,0.95,0
16256,0.222,0.778,0
16257,0.178,0.822,0
16258,0.073,0.895,0.033
16259,0.099,0.825,0.076
16260,0,1,0
16261,0.15,0.767,0.083
16262,0,0.598,0.402
16263,0,0.423,0.577
16264,0.25,0.75,0
16265,0,1,0
